date_de_tirage;jour_de_la_semaine_de_tirage;jour_de_tirage;mois_de_tirage;annee_de_tirage;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;nombre_de_gagnant_au_rang7;rapport_du_rang7;nombre_de_gagnant_au_rang8;rapport_du_rang8;nombre_de_gagnant_au_rang9;rapport_du_rang9;nombre_de_codes_gagnants;rapport_codes_gagnants;codes_gagnants;boule_1_second_tirage;boule_2_second_tirage;boule_3_second_tirage;boule_4_second_tirage;boule_5_second_tirage;combinaison_gagnant_second_tirage_en_ordre_croissant;nombre_de_gagnant_au_rang_1_second_tirage;rapport_du_rang1_second_tirage;nombre_de_gagnant_au_rang_2_second_tirage;rapport_du_rang2_second_tirage;nombre_de_gagnant_au_rang_3_second_tirage;rapport_du_rang3_second_tirage;nombre_de_gagnant_au_rang_4_second_tirage;rapport_du_rang4_second_tirage;numero_jokerplus
2022-10-24;Lundi;24;10;2022;43;28;33;37;29;1;28-29-33-37-43+1;0;2000000.0;2;72219.8;18;1958.5;243;521.1;777;96.9;10079;27.0;12016;17.6;150924;5.5;201987;2.2;10;20000.0;T 2137 5834, P 4209 4510, F 4804 7084, N 0787 5593, L 5023 1917, C 5234 4466, R 2067 8811, Q 2179 6552, I 7716 8660, T 3944 5534;1;8;17;24;42;1-8-17-24-42;2;50000.0;258;335.5;10056;22.1;129165;3.0;7572542
2022-10-22;Samedi;22;10;2022;12;2;25;35;7;10;2-7-12-25-35+10;1;6000000.0;3;87517.3;66;970.9;819;281.5;2745;50.1;31797;15.5;33561;11.4;393144;3.8;388879;2.2;10;20000.0;P 7541 5857, T 1276 6886, H 2266 8013, O 2769 2786, F 1960 1981, Q 6033 8954, G 9306 3735, J 4316 8241, J 5427 7980, G 1668 0700;19;20;26;34;43;19-20-26-34-43;2;83282.0;285;647.4;12501;37.8;185917;3.0;5075657
2022-10-19;Mercredi;19;10;2022;35;16;38;46;25;8;16-25-35-38-46+8;0;5000000.0;0;171241.3;32;6657.4;272;554.2;1490;60.3;11913;27.1;21624;11.6;182676;5.4;373107;2.2;10;20000.0;P 4786 4412, I 7560 3960, N 4855 0367, G 6347 8799, D 9339 3636, C 0072 7561, O 5283 7666, N 1816 0737, M 9043 1882, F 1467 9435;5;9;21;33;36;5-9-21-33-36;0;120417.0;213;550.1;10729;28.0;153057;3.0;5019287
2022-10-17;Lundi;17;10;2022;38;49;20;16;40;2;16-20-38-40-49+2;0;4000000.0;1;149398.8;12;3038.7;212;617.4;1013;77.3;10574;26.6;14993;14.6;158489;5.4;241125;2.2;10;20000.0;V 3163 9226, C 8558 5523, R 6966 9132, M 4425 0859, Q 0679 7778, H 9843 3870, G 1814 9682, L 1714 0689, O 2795 6516, Q 8405 4275;29;35;40;45;49;29-35-40-45-49;2;50449.0;184;681.1;6652;48.3;95757;3.0;3773918
2022-10-15;Samedi;15;10;2022;31;16;27;24;46;1;16-24-27-31-46+1;0;3000000.0;2;130449.5;35;1768.8;501;454.8;1755;77.9;21508;22.8;25245;15.1;310587;4.8;357348;2.2;10;20000.0;N 4862 4918, F 3468 6144, Q 9887 5533, K 8176 5806, S 9506 9033, U 2263 1284, E 9937 0609, N 1412 1402, P 7403 8900, U 9074 1654;23;33;34;40;49;23-33-34-40-49;1;164062.0;226;867.3;10447;48.1;165200;3.0;720972
2022-10-12;Mercredi;12;10;2022;17;44;7;40;39;3;7-17-39-40-44+3;0;2000000.0;0;167897.3;37;5645.3;263;561.9;1545;57.0;13394;23.6;25116;9.8;210162;4.6;358427;2.2;10;20000.0;K 1508 0852, W 3388 4639, A 4967 5841, K 5361 3670, U 2066 5155, M 3224 1703, K 9542 1749, U 6134 2671, N 6093 1198, O 8249 5251;6;7;24;35;46;6-7-24-35-46;0;118174.0;185;667.7;8714;36.2;140649;3.0;280745
2022-10-10;Lundi;10;10;2022;19;40;32;13;46;7;13-19-32-40-46+7;1;21000000.0;1;175798.9;48;893.9;335;460.5;2059;44.7;15556;21.3;33452;7.7;236213;4.3;515322;2.2;10;20000.0;N 1024 0021, U 7278 2604, V 0245 3835, V 4483 4420, D 0232 9440, V 7165 2754, N 3368 1249, G 9762 1937, B 7557 9166, V 0091 0050;23;24;26;44;49;23-24-26-44-49;0;132248.0;168;818.8;9870;36.1;156303;3.0;7819050
2022-10-08;Samedi;8;10;2022;17;20;48;16;34;7;16-17-20-34-48+7;0;20000000.0;0;236369.0;52;5655.0;353;584.5;2875;43.1;19915;22.3;47143;7.3;312987;4.3;718739;2.2;10;20000.0;A 6550 4671, O 4775 6155, M 3333 0686, K 1762 3910, T 2166 1687, C 8634 4227, L 8507 9053, D 5507 4639, C 9139 1226, F 3707 9914;11;17;24;30;37;11-17-24-30-37;0;180035.0;431;395.1;17733;24.6;235552;3.0;9314761
2022-10-05;Mercredi;5;10;2022;32;23;39;35;14;7;14-23-32-35-39+7;0;9000000.0;3;52955.0;60;646.2;394;354.9;2090;39.6;14449;20.7;29809;7.8;198418;4.6;521427;2.2;10;20000.0;B 3350 0004, P 8375 3729, O 8691 8860, R 1124 7892, I 9208 1422, P 8565 5926, B 5752 7297, Q 8752 1657, S 5291 6956, J 7624 2548;9;20;24;41;42;9-20-24-41-42;1;126711.0;158;854.3;9165;37.7;147813;3.0;1103103
2022-10-03;Lundi;3;10;2022;20;40;31;7;23;1;7-20-23-31-40+1;0;8000000.0;0;166848.5;33;6290.0;358;405.7;1271;68.9;15337;20.5;18013;13.6;217639;4.4;229297;2.2;10;20000.0;F 6942 0899, N 8430 6072, N 1784 7335, L 7122 6911, V 6442 1505, A 8912 8942, K 3907 6756, D 2407 2612, L 7424 8473, M 4825 4480;6;25;33;41;48;6-25-33-41-48;1;107459.0;174;713.0;7494;42.6;113226;3.0;2103615
2022-10-01;Samedi;1;10;2022;8;7;35;36;26;2;7-8-26-35-36+2;0;7000000.0;2;132998.3;34;1909.5;364;643.3;1897;73.6;19502;25.7;31544;12.3;327828;4.7;435098;2.2;10;20000.0;W 3319 3445, G 2481 3544, S 9386 5316, G 7708 4568, P 0362 7730, T 2182 6436, I 8826 4152, E 8726 6647, P 7194 1518, F 5628 1882;20;27;39;45;46;20-27-39-45-46;2;85962.0;286;715.6;11526;45.3;175019;3.0;2749469
2022-09-28;Mercredi;28;9;2022;12;39;26;14;29;10;12-14-26-29-39+10;0;6000000.0;7;27510.8;32;1468.8;448;376.7;1475;68.0;18579;19.5;21124;13.3;257791;4.3;279718;2.2;10;20000.0;F 7164 1395, A 1338 9913, V 3496 8017, V 0699 5533, V 0841 4996, D 1394 3711, U 7038 0941, D 8526 6281, U 9781 6619, S 8073 7765;10;11;26;42;46;10-11-26-42-46;3;40444.0;217;574.4;9601;33.2;147096;3.0;7850083
2022-09-26;Lundi;26;9;2022;29;49;35;18;39;1;18-29-35-39-49+1;0;5000000.0;0;158033.2;21;9362.1;202;688.7;966;85.6;11364;26.2;13863;16.7;163936;5.6;217526;2.2;10;20000.0;E 3034 3808, C 0251 1980, C 6127 3022, I 5012 8693, P 5640 0429, S 5336 5787, B 2323 9198, J 0844 4720, C 5830 2458, B 6006 5204;1;7;43;47;48;1-7-43-47-48;0;101845.0;130;849.0;7048;40.4;115671;3.0;8058685
2022-09-24;Samedi;24;9;2022;25;6;32;7;4;10;4-6-7-25-32+10;0;4000000.0;2;129728.4;42;1507.7;507;450.5;2251;60.3;25777;18.9;30781;12.3;362509;4.1;373642;2.2;10;20000.0;L 5643 8500, W 3302 8244, I 7749 0840, B 1923 3291, A 2493 5282, M 9906 9104, W 3294 3273, E 0419 1180, K 3168 6707, D 9567 3800;5;14;15;38;43;5-14-15-38-43;1;163774.0;230;753.8;11772;37.7;191341;3.0;4164285
2022-09-21;Mercredi;21;9;2022;3;12;22;9;37;10;3-9-12-22-37+10;0;3000000.0;3;61918.0;56;809.6;666;245.1;1957;49.7;25350;13.8;23266;11.7;294906;3.6;259157;2.2;10;20000.0;U 9704 5258, A 5520 0232, P 7730 6187, D 1216 0340, C 5129 9683, D 5759 2523, K 9401 5732, A 4523 2482, W 3293 7864, U 2126 3584;5;16;37;39;48;5-16-37-39-48;0;117430.0;134;1034.0;7577;47.1;119742;3.0;2413922
2022-09-19;Lundi;19;9;2022;5;7;44;15;33;1;5-7-15-33-44+1;0;2000000.0;0;150311.8;36;5194.4;387;341.9;1261;62.4;16255;17.4;16994;12.9;211647;4.1;197883;2.2;10;20000.0;B 1264 4431, J 0323 8330, L 1214 9805, H 1347 7762, G 4443 7785, D 1431 7174, I 7539 3076, A 8415 0181, E 1916 2338, E 2878 0716;8;17;22;36;38;8-17-22-36-38;2;50000.0;170;580.9;8046;31.5;120154;3.0;8186908
2022-09-17;Samedi;17;9;2022;12;17;1;20;3;3;1-3-12-17-20+3;4;3500000.0;8;31319.5;160;379.8;1171;187.5;5128;25.6;37240;12.7;54118;6.7;421091;3.4;511155;2.2;10;20000.0;P 0800 7509, H 3435 5157, G 6890 1447, C 7902 7758, W 3268 3819, F 0510 8996, F 1826 8532, O 9097 1414, L 9522 1596, U 0064 5538;14;18;19;39;48;14-18-19-39-48;2;84875.0;324;564.1;13039;36.0;194415;3.0;4395503
2022-09-14;Mercredi;14;9;2022;40;10;38;26;45;1;10-26-38-40-45+1;0;6000000.0;2;98791.2;24;2009.3;282;614.6;1160;88.9;13449;27.6;18310;15.8;212601;5.3;278215;2.2;10;20000.0;C 1364 4700, C 7563 9299, P 5948 7410, D 9945 1177, E 4688 3977, R 1479 9265, I 0803 2329, Q 0024 7581, N 5779 6480, S 9573 6244;2;12;18;25;36;2-12-18-25-36;1;124230.0;314;369.2;12584;23.6;164315;3.0;597613
2022-09-12;Lundi;12;9;2022;4;49;20;7;21;10;4-7-20-21-49+10;0;5000000.0;1;160854.8;40;957.5;449;312.5;1614;52.2;18610;16.3;20002;11.7;232858;4.0;229422;2.2;10;20000.0;H 6082 4051, T 0596 0455, R 6376 1747, M 2961 9264, Q 4424 8639, Q 2646 5514, T 9666 6840, L 3423 9930, M 7160 1472, E 2617 2701;1;2;14;23;25;1-2-14-23-25;2;52772.0;236;411.0;10381;23.9;141545;3.0;2957496
2022-09-10;Samedi;10;9;2022;25;3;8;49;24;5;3-8-24-25-49+5;0;4000000.0;1;240228.8;75;781.7;605;348.9;3292;38.1;26288;17.2;46646;7.5;358026;3.9;557787;2.2;10;20000.0;S 5537 9703, G 0891 6280, M 5867 7900, T 6863 7522, N 3773 1264, D 5764 9071, E 8989 6754, L 4212 0470, M 6798 7449, O 5587 0596;3;4;23;32;41;3-4-23-32-41;0;172375.0;265;713.4;12373;39.1;194692;3.0;7965547
2022-09-07;Mercredi;7;9;2022;20;35;30;3;29;9;3-20-29-30-35+9;0;3000000.0;0;176975.1;24;9173.7;281;550.5;1594;58.0;14381;23.2;25123;10.3;223804;4.5;344535;2.2;10;20000.0;T 9656 0786, H 4426 3999, E 5966 7991, E 7495 6929, D 6636 0316, J 8693 6694, C 1003 0459, M 2029 8985, B 2873 4264, V 3530 8586;1;21;24;25;34;1-21-24-25-34;0;121517.0;171;746.5;8925;37.0;142167;3.0;3479521
2022-09-05;Lundi;5;9;2022;5;1;35;27;40;4;1-5-27-35-40+4;0;2000000.0;3;48689.6;21;1697.7;209;615.2;1194;64.1;11440;24.1;18926;11.3;182973;4.6;284963;2.2;10;20000.0;R 8688 6566, P 6011 1706, H 8136 5024, N 2897 4686, N 1932 2895, D 7596 2341, B 3736 0540, P 5265 5249, R 4891 1585, B 5234 5428;2;8;18;31;44;2-8-18-31-44;1;103518.0;245;413.4;9527;27.3;131097;3.0;4178429
2022-09-03;Samedi;3;9;2022;35;24;44;38;32;6;24-32-35-38-44+6;1;16000000.0;5;59360.7;75;965.9;607;426.2;2569;60.5;23792;23.5;34141;12.7;320643;5.3;543423;2.2;10;20000.0;K 0240 3862, G 5988 5135, S 3747 5882, Q 4637 7091, J 5988 3113, B 9466 2363, N 3774 5704, O 7003 6773, G 3942 0405, J 1786 6979;5;6;24;33;44;5-6-24-33-44;1;192410.0;392;477.0;16872;28.4;244450;3.0;3924934
2022-08-31;Mercredi;31;8;2022;9;39;10;15;45;7;9-10-15-39-45+7;0;15000000.0;0;177877.3;63;3512.5;364;427.8;2545;36.6;17311;19.3;41356;6.3;266285;3.8;587545;2.2;10;20000.0;B 7339 1110, W 3204 6490, C 8825 9699, Q 6552 5778, E 2022 0309, D 4397 7118, K 3029 4918, J 4937 2870, F 8750 7425, H 5524 5694;8;12;16;24;33;8-12-16-24-33;6;23083.0;515;227.4;17107;17.6;196584;3.0;5909161
2022-08-29;Lundi;29;8;2022;5;10;28;34;22;4;5-10-22-28-34+4;0;14000000.0;0;175437.8;68;3209.6;471;327.2;2265;40.6;19987;16.5;28828;8.9;261783;3.8;339264;2.2;10;20000.0;F 0874 0547, G 3126 7398, H 3317 2060, E 6616 5945, T 1555 3954, K 3428 6651, O 7579 3606, F 4850 1517, C 1645 2597, V 4741 5547;6;7;12;35;36;6-7-12-35-36;1;117491.0;185;604.1;10076;28.4;152967;3.0;7281304
2022-08-27;Samedi;27;8;2022;32;39;22;11;34;3;11-22-32-34-39+3;0;13000000.0;1;264673.1;41;1575.6;460;505.4;2545;54.3;21157;23.5;38317;10.1;319931;4.8;560346;2.2;10;20000.0;R 5339 0179, A 8222 3428, J 3767 6535, L 1809 8883, K 8461 3391, L 0303 0998, G 9450 1834, H 1103 0248, F 8939 5296, K 9190 7470;11;15;32;37;49;11-15-32-37-49;1;178083.0;252;788.1;12810;39.6;197115;3.0;5598203
2022-08-24;Mercredi;24;8;2022;39;42;36;27;22;10;22-27-36-39-42+10;0;12000000.0;1;209971.1;19;2697.3;344;534.2;1279;85.8;15959;24.7;20368;15.1;235447;5.1;311857;2.2;10;20000.0;L 6735 8695, H 9289 6685, F 7907 8956, H 5387 5970, N 3358 8409, S 9530 5347, F 0841 4513, V 3592 5261, I 0550 7204, M 6681 4799;1;4;10;26;33;1-4-10-26-33;0;129583.0;325;369.0;12833;24.0;171533;3.0;6188277
2022-08-22;Lundi;22;8;2022;39;46;2;9;44;9;2-9-39-44-46+9;0;11000000.0;1;169497.7;35;1182.0;215;690.8;1377;64.6;11640;27.4;22222;11.1;191337;5.1;330996;2.2;10;20000.0;N 4258 2882, T 7196 7326, Q 3292 8056, D 4765 5671, U 7670 2454, D 8706 0641, U 3836 0831, V 8205 0646, M 0609 4995, S 8031 2878;1;4;10;21;25;1-4-10-21-25;2;57110.0;381;253.9;14166;17.4;162820;3.0;2313780
2022-08-20;Samedi;20;8;2022;21;38;17;1;46;2;1-17-21-38-46+2;0;10000000.0;2;139706.2;48;1420.7;427;574.7;2080;70.4;21824;24.1;31393;13.0;333453;4.8;457514;2.2;10;20000.0;H 3440 1147, Q 9776 7781, C 0503 2541, R 9787 6036, G 5098 6973, R 8490 7537, V 7249 1015, F 8026 7402, U 7020 3526, U 3890 3275;3;20;28;44;46;3-20-28-44-46;1;176513.0;305;619.9;13382;36.2;203919;3.0;2354164
2022-08-17;Mercredi;17;8;2022;16;5;14;29;17;3;5-14-16-17-29+3;0;9000000.0;1;190249.3;75;610.9;607;275.9;2719;36.7;23442;15.3;34421;8.1;295991;3.7;389835;2.2;10;20000.0;D 2670 7365, B 5930 8426, K 4642 1000, O 4043 1806, V 8152 3742, T 9299 3713, M 8003 5631, E 3696 3646, K 3406 4695, S 8073 9737;13;31;34;42;43;13-31-34-42-43;1;128151.0;239;597.7;10033;36.7;140561;3.0;1510255
2022-08-15;Lundi;15;8;2022;34;4;48;42;22;3;4-22-34-42-48+3;0;8000000.0;8;17802.2;29;1198.6;297;422.1;1324;56.4;11538;23.2;18769;11.1;168556;4.9;302620;2.2;10;20000.0;O 9201 7064, N 6883 4425, R 9505 8787, U 0789 1292, L 0072 9628, V 3776 3768, J 9991 4940, V 0963 2962, H 2568 7089, O 9183 1207;18;19;25;43;47;18-19-25-43-47;1;100000.0;165;634.0;7593;35.2;114105;3.0;4911872
2022-08-13;Samedi;13;8;2022;17;38;37;11;39;2;11-17-37-38-39+2;0;7000000.0;1;262752.6;37;1687.6;429;536.6;1824;75.4;18851;26.2;28600;13.4;301852;5.0;420312;2.2;10;20000.0;C 1510 4437, J 3031 1508, I 1927 7926, C 5649 0940, C 2384 7768, S 0982 5247, I 5786 7718, D 8929 9596, Q 4018 0139, S 0417 8173;28;34;36;38;41;28-34-36-38-41;3;55584.0;257;802.7;11266;47.0;159526;3.0;638329
2022-08-10;Mercredi;10;8;2022;15;35;11;28;9;2;9-11-15-28-35+2;0;6000000.0;4;47864.2;41;1139.7;553;304.2;1936;51.8;21881;16.5;24917;11.2;279941;3.9;293155;2.2;10;20000.0;K 9642 9065, W 3085 0613, J 8132 4589, H 1786 3871, J 8808 9071, U 2896 8765, J 3852 3040, V 4323 7057, D 7519 4402, B 0638 0680;11;16;32;40;41;11-16-32-40-41;1;121432.0;150;958.9;7926;46.7;123229;3.0;3780064
2022-08-08;Lundi;8;8;2022;41;22;3;37;40;2;3-22-37-40-41+2;0;5000000.0;0;157095.1;18;10857.6;218;628.6;1011;81.5;10829;27.3;15570;14.8;170072;5.3;254075;2.2;10;20000.0;O 5801 9970, A 1390 7611, D 3032 1419, W 3062 7638, A 6832 1057, F 0403 0791, L 9032 5558, M 0893 0561, O 0993 8156, H 1181 6514;8;10;16;26;35;8-10-16-26-35;1;103632.0;240;409.0;10197;24.7;134954;3.0;6208133
2022-08-06;Samedi;6;8;2022;37;28;23;38;6;1;6-23-28-37-38+1;0;4000000.0;3;86972.3;30;2122.7;379;604.4;1613;84.6;19855;24.7;25442;15.0;313403;4.8;357363;2.2;10;20000.0;O 0117 4428, P 6107 5021, W 3070 5205, E 7631 1997, R 9956 3030, Q 5400 7214, L 6173 0952, B 9795 2887, D 8787 8114, H 9863 4934;2;21;29;38;44;2-21-29-38-44;0;161808.0;259;676.0;12404;36.4;183982;3.0;7846454
2022-08-03;Mercredi;3;8;2022;45;10;5;40;32;5;5-10-32-40-45+5;0;3000000.0;6;26992.4;39;1013.5;264;540.0;1955;43.4;12711;24.0;29156;8.1;199585;4.7;393701;2.2;10;20000.0;M 7538 5852, I 4633 1764, F 2366 8173, Q 2074 2014, S 6907 0682, A 5138 7991, N 0539 0042, B 4326 8515, E 3096 8757, P 7093 9983;10;14;23;28;31;10-14-23-28-31;3;39016.0;366;286.7;12761;21.0;159958;3.0;5810365
2022-08-01;Lundi;1;8;2022;38;1;4;23;30;6;1-4-23-30-38+6;0;2000000.0;2;72206.7;25;1409.9;278;457.3;1261;59.9;12808;21.2;19168;11.0;189019;4.4;257104;2.2;10;20000.0;C 2091 3108, D 4468 6572, S 6907 2812, F 2177 2238, U 9469 7275, M 2284 3713, K 8911 1530, L 9410 9846, V 2671 8789, C 7186 4533;15;24;36;45;47;15-24-36-45-47;0;100000.0;155;754.0;6748;44.3;102371;3.0;8724758
2022-07-30;Samedi;30;7;2022;14;21;24;2;38;6;2-14-21-24-38+6;1;4000000.0;2;124731.7;56;1087.2;563;389.3;2477;52.7;23682;19.8;33922;10.7;327919;4.4;445667;2.2;10;20000.0;N 0592 9390, U 2001 5630, H 2366 8105, B 9806 1920, V 8200 5485, K 2511 6413, B 1185 7004, N 6338 8004, J 9258 1653, F 8931 8122;5;12;17;22;23;5-12-17-22-23;4;41021.0;646;178.0;23082;12.8;261781;3.0;4465659
2022-07-27;Mercredi;27;7;2022;13;43;31;47;46;10;13-31-43-46-47+10;0;3000000.0;0;184481.7;19;12079.4;252;644.4;1271;75.4;12938;26.8;18043;14.9;195308;5.4;272446;2.2;10;20000.0;G 8771 6796, I 5159 1518, T 6259 0856, Q 0965 4351, G 6071 8064, Q 1255 2890, F 1381 3823, D 3711 0814, W 3026 2983, O 9900 5361;21;25;28;33;41;21-25-28-33-41;0;116776.0;189;678.8;8704;37.8;130776;3.0;8489555
2022-07-25;Lundi;25;7;2022;26;42;13;7;24;2;7-13-24-26-42+2;0;2000000.0;2;72354.7;50;706.4;608;208.4;1738;43.7;19908;13.7;20195;10.5;228045;3.6;221931;2.2;10;20000.0;S 5377 5050, B 4393 9265, S 6189 0939, S 8001 4259, Q 1120 1237, E 5806 5111, E 5448 5678, B 5971 5007, K 9872 7043, A 3165 2837;4;5;19;43;48;4-5-19-43-48;0;100000.0;157;615.0;7508;33.1;118471;3.0;9748633
2022-07-23;Samedi;23;7;2022;15;47;39;25;41;9;15-25-39-41-47+9;1;5000000.0;2;120268.9;45;1304.6;342;617.3;1912;65.9;16509;27.4;29077;12.1;260032;5.3;490538;2.2;10;20000.0;T 7519 0149, A 2236 6992, M 3148 4105, H 3247 5922, R 1030 9359, F 8798 1680, M 3605 1186, B 9286 3398, F 0453 5164, U 1188 8660;3;23;37;43;44;3-23-37-43-44;1;163125.0;275;659.1;13380;34.7;180618;3.0;8728624
2022-07-20;Mercredi;20;7;2022;29;21;31;47;17;4;17-21-29-31-47+4;0;4000000.0;1;175991.9;51;842.2;377;408.7;1805;51.2;16658;19.9;25108;10.2;228616;4.4;340152;2.2;10;20000.0;D 2684 6911, F 2868 4745, T 9651 3410, D 6915 1744, M 3978 1927, T 2023 6370, J 7679 6511, R 3452 4167, G 9442 3636, E 5743 9989;24;34;35;46;47;24-34-35-46-47;0;118570.0;146;1050.3;6693;58.4;106148;3.0;4187373
2022-07-18;Lundi;18;7;2022;18;29;49;37;5;8;5-18-29-37-49+8;0;3000000.0;3;45423.4;41;791.9;328;363.5;1581;45.1;12873;19.9;20770;9.6;180538;4.3;274368;2.2;10;20000.0;F 5753 4143, H 9721 4789, L 8406 7561, P 6642 7724, T 9871 4773, I 3076 4819, N 3590 6359, Q 5840 5768, D 9483 0435, T 2282 3155;22;29;30;42;45;22-29-30-42-45;0;100000.0;151;697.2;7051;38.2;111174;3.0;6587762
2022-07-16;Samedi;16;7;2022;3;33;4;49;14;3;3-4-14-33-49+3;0;2000000.0;1;223487.2;60;909.1;391;500.6;2527;46.4;19053;22.1;36833;8.9;296193;4.3;466621;2.2;10;20000.0;P 5060 1336, P 8429 2877, H 4793 8628, O 9986 1187, N 1671 3592, O 0606 3893, I 7034 8399, P 4797 6049, C 3235 7377, N 3627 2962;9;13;19;45;48;9-13-19-45-48;1;154163.0;345;396.7;15146;23.2;211972;3.0;2119067
2022-07-13;Mercredi;13;7;2022;30;48;7;31;46;3;7-30-31-46-48+3;1;4000000.0;2;90496.5;30;1472.5;289;549.4;1791;52.9;15345;22.2;26019;10.1;219094;4.7;386311;2.2;10;20000.0;S 0573 3696, P 3592 1041, F 7361 3866, M 2878 9105, J 5755 0764, P 2931 2963, H 0930 6297, K 1201 2373, S 9818 3992, P 5174 0686;4;9;21;31;33;4-9-21-31-33;0;126441.0;242;497.1;11283;27.7;162077;3.0;4526542
2022-07-11;Lundi;11;7;2022;10;5;49;47;1;1;1-5-10-47-49+1;0;3000000.0;1;161501.5;32;1231.8;446;318.0;1677;50.5;16921;18.0;19729;12.0;214478;4.3;215322;2.2;10;20000.0;J 2536 6074, Q 2524 3838, P 6518 0131, W 2976 3882, G 4084 3167, U 4970 3748, W 2976 2625, P 1288 1236, R 4120 0364, I 7519 2967;10;12;22;25;36;10-12-22-25-36;0;102968.0;265;335.4;11033;20.7;144532;3.0;6403652
2022-07-09;Samedi;9;7;2022;37;24;34;9;8;2;8-9-24-34-37+2;0;2000000.0;1;254619.7;39;1593.5;394;566.0;1936;68.9;20975;22.8;30174;12.3;321276;4.6;400445;2.2;10;20000.0;D 3362 7881, K 8169 5366, T 2979 2711, F 0392 0643, B 4237 3388, G 8670 8718, P 9615 3752, U 0223 4343, T 2423 5848, C 0065 6836;4;5;8;33;38;4-5-8-33-38;1;164616.0;223;718.1;13170;31.3;208262;3.0;5954630
2022-07-06;Mercredi;6;7;2022;43;16;10;25;44;4;10-16-25-43-44+4;1;16000000.0;0;214813.2;40;6681.1;361;520.9;1976;57.1;18137;22.3;31050;10.1;270909;4.5;432463;2.2;10;20000.0;Q 9910 7181, I 1818 1386, I 1510 7226, F 9212 5963, Q 0956 7043, A 7301 8314, M 6701 2626, G 4969 0629, N 7203 5913, L 5706 3303;7;12;15;23;38;7-12-15-23-38;0;143728.0;433;267.7;17027;17.5;210800;3.0;3409047
2022-07-04;Lundi;4;7;2022;18;20;4;12;26;8;4-12-18-20-26+8;0;15000000.0;6;30410.0;86;517.8;826;194.2;2912;32.8;25823;13.3;33473;7.9;293276;3.6;362443;2.2;10;20000.0;G 8213 2709, F 3667 8276, O 1098 1184, E 8874 9123, B 6393 0922, W 2945 3505, Q 5388 3246, M 9180 7072, I 4995 4693, C 5527 9094;3;13;32;37;44;3-13-32-37-44;1;123330.0;224;569.1;10448;31.7;145774;3.0;1162999
2022-06-29;Mercredi;29;6;2022;16;47;43;24;26;9;16-24-26-43-47+9;0;6000000.0;1;176529.2;21;2051.7;246;631.7;1451;64.0;13306;25.1;22435;11.5;207519;4.9;340557;2.2;10;20000.0;P 9091 7868, P 2443 4102, K 2285 5659, F 7091 3241, B 7337 7048, L 0450 5060, A 7202 7060, T 1486 3349, G 8924 7452, S 3509 8317;3;10;25;37;44;3-10-25-37-44;1;118414.0;234;513.7;10074;30.6;145826;3.0;921207
2022-06-27;Lundi   ;27;6;2022;34;31;36;24;37;1;24-31-34-36-37+1;0;5000000.0;2;75672.9;15;2462.6;205;649.9;739;107.7;9302;30.8;13045;17.0;149652;5.8;219978;2.2;10;20000.0;J 3080 0303, S 6856 0328, G 2998 1065, O 1488 2288, R 2449 7074, R 4124 0653, M 3946 1849, E 1290 2776, O 5509 6422, W 2903 2269;8;13;14;30;46;8-13-14-30-46;0;100000.0;195;485.9;8779;27.7;127591;3.0;243284
2022-06-25;Samedi  ;25;6;2022;2;47;40;31;49;9;2-31-40-47-49+9;0;4000000.0;2;116117.3;45;1259.6;292;700.1;1686;72.4;15277;28.7;27451;12.4;242743;5.5;469299;2.2;10;20000.0;F 4964 1225, V 3419 6898, I 6456 3611, K 8495 1429, B 5854 1695, S 4239 2156, A 9386 8368, D 9817 5710, M 2129 4444, P 3058 5221;2;4;19;31;45;2-4-19-31-45;3;52587.0;320;498.6;13570;30.2;195010;3.0;3953988
2022-06-22;Mercredi;22;6;2022;17;40;10;27;23;2;10-17-23-27-40+2;0;3000000.0;3;59024.9;36;1200.5;420;371.1;1732;53.7;19282;17.3;22657;11.5;251827;4.1;274013;2.2;10;20000.0;P 6673 2189, K 9508 9805, Q 8162 0677, S 5633 4057, G 8523 2653, N 2896 7193, A 6853 9067, U 1957 8147, E 9621 9926, T 1573 0532;11;18;22;35;43;11-18-22-35-43;1;113281.0;208;551.9;9889;29.8;139776;3.0;7341912
2022-06-20;Lundi   ;20;6;2022;27;47;23;48;14;3;14-23-27-47-48+3;0;2000000.0;1;130456.1;25;1273.6;269;426.9;1335;51.4;11531;21.4;19894;9.6;168838;4.5;283663;2.2;10;20000.0;G 2947 7928, D 5221 6360, I 2531 6028, V 4002 9544, H 1467 7621, P 8904 7236, I 4158 9129, W 2879 3663, H 8718 9866, S 7404 1481;16;23;37;41;45;16-23-37-41-45;2;50000.0;161;704.6;6701;43.5;97028;3.0;2284813
